Cat.,Zaneen Model #,Series,Description, CAD MSRP  ,USD MSRP 
D,D5-1004GRY,SWING,Suspension - 1x20W CFL - E26 - Chrome+Grey,2078.00,1650.00
D,D5-1005WHI,SWING,Suspension - 1x20W CFL - E26 - White+White,2078.00,1650.00
D,D5-1005BLK,SWING,Suspension - 1x20W CFL - E26 - White+Black,2078.00,1650.00
D,D5-1005RED,SWING,Suspension - 1x20W CFL - E26 - White+Red,2078.00,1650.00
D,D5-1005GRN,SWING,Suspension - 1x20W CFL - E26 - White+Green,2078.00,1650.00
D,D5-1005FLA,SWING,Suspension - 1x20W CFL - E26 - White+Flax,2078.00,1650.00
D,D5-1005BRO,SWING,Suspension - 1x20W CFL - E26 - White+Brown,2078.00,1650.00
D,D5-1005VIO,SWING,Suspension - 1x20W CFL - E26 - White+Violet,2078.00,1650.00
D,D5-1005GRY,SWING,Suspension - 1x20W CFL - E26 - White+Grey,2078.00,1650.00
D,D5-1006WHI,SWING XL,Suspension - 1x32W CFL - E26 - Chrome+White,2224.00,2414.00
D,D5-1006BLK,SWING XL,Suspension - 1x32W CFL - E26 - Chrome+Black,2224.00,2414.00
D,D5-1006RED,SWING XL,Suspension - 1x32W CFL - E26 - Chrome+Red,3032.00,2414.00
D,D5-1006GRN,SWING XL,Suspension - 1x32W CFL - E26 - Chrome+Green,3032.00,2414.00
D,D5-1006FLA,SWING XL,Suspension - 1x32W CFL - E26 - Chrome+Flax,3032.00,2414.00
D,D5-1006BRO,SWING XL,Suspension - 1x32W CFL - E26 - Chrome+Brown,3032.00,2414.00
D,D5-1006VIO,SWING XL,Suspension - 1x32W CFL - E26 - Chrome+Violet,3032.00,2414.00
D,D5-1006GRY,SWING XL,Suspension - 1x32W CFL - E26 - Chrome+Grey,3032.00,2414.00
D,D5-1007WHI,SWING XL,Suspension - 1x32W CFL - E26 -  White+White,3032.00,2414.00
D,D5-1007BLK,SWING XL,Suspension - 1x32W CFL - E26 - White+Black,3032.00,2414.00
D,D5-1007RED,SWING XL,Suspension - 1x32W CFL - E26 - White+Red,3032.00,2414.00
D,D5-1007GRN,SWING XL,Suspension - 1x32W CFL - E26 - White+Green,3032.00,2414.00
D,D5-1007FLA,SWING XL,Suspension - 1x32W CFL - E26 - White+Flax,3032.00,2414.00
D,D5-1007BRO,SWING XL,Suspension - 1x32W CFL - E26 - White+Brown,3032.00,2414.00
D,D5-1007VIO,SWING XL,Suspension - 1x32W CFL - E26 - White+Violet,3032.00,2414.00
D,D5-1007GRY,SWING XL,Suspension - 1x32W CFL - E26 - White+Grey,3032.00,2414.00
D,D5-1008WHI,SWING ONE,Suspension - 1x20W CFL - E26 - Chrome+White,1842.00,1462.00
D,D5-1008BLK,SWING ONE,Suspension - 1x20W CFL - E26 - Chrome+Black,1842.00,1462.00
D,D5-1008RED,SWING ONE,Suspension - 1x20W CFL - E26 - Chrome+Red,1842.00,1462.00
D,D5-1008GRN,SWING ONE,Suspension - 1x20W CFL - E26 - Chrome+Green,1842.00,1462.00
D,D5-1008FLA,SWING ONE,Suspension - 1x20W CFL - E26 - Chrome+Flax,1842.00,1462.00
D,D5-1008BRO,SWING ONE,Suspension - 1x20W CFL - E26 - Chrome+Brown,1842.00,1462.00
D,D5-1008VIO,SWING ONE,Suspension - 1x20W CFL - E26 - Chrome+Violet,1842.00,1462.00
D,D5-1008GRY,SWING ONE,Suspension - 1x20W CFL - E26 - Chrome+Grey,1842.00,1462.00
D,D5-1009WHI,SWING ONE,Suspension - 1x20W CFL - E26 - White+White,1842.00,1462.00
D,D5-1009BLK,SWING ONE,Suspension - 1x20W CFL - E26 - White+Black,1842.00,1462.00
D,D5-1009RED,SWING ONE,Suspension - 1x20W CFL - E26 - White+Red,1842.00,1462.00
D,D5-1009GRN,SWING ONE,Suspension - 1x20W CFL - E26 - White+Green,1842.00,1462.00
D,D5-1009FLA,SWING ONE,Suspension - 1x20W CFL - E26 - White+Flax,1842.00,1462.00
D,D5-1009BRO,SWING ONE,Suspension - 1x20W CFL - E26 - White+Brown,1842.00,1462.00
D,D5-1009VIO,SWING ONE,Suspension - 1x20W CFL - E26 - White+Violet,1842.00,1462.00
D,D5-1009GRY,SWING ONE,Suspension - 1x20W CFL - E26 - White+Grey,1842.00,1462.00
D,D5-1010WHI,SWING ONE XL,Suspension - 1x32W CFL - E26 - Chrome+White,2822.00,2246.00
D,D5-1010BLK,SWING ONE XL,Suspension - 1x32W CFL - E26 - Chrome+Black,2822.00,2246.00
D,D5-1010RED,SWING ONE XL,Suspension - 1x32W CFL - E26 - Chrome+Red,2822.00,2246.00
D,D5-1010GRN,SWING ONE XL,Suspension - 1x32W CFL - E26 - Chrome+Green,2822.00,2246.00
D,D5-1010FLA,SWING ONE XL,Suspension - 1x32W CFL - E26 - Chrome+Flax,2822.00,2246.00
D,D5-1010BRO,SWING ONE XL,Suspension - 1x32W CFL - E26 - Chrome+Brown,2822.00,2246.00
D,D5-1010VIO,SWING ONE XL,Suspension - 1x32W CFL - E26 - Chrome+Violet,2822.00,2246.00
D,D5-1010GRY,SWING ONE XL,Suspension - 1x32W CFL - E26 - Chrome+Grey,2822.00,2246.00
D,D5-1011WHI,SWING ONE XL,Suspension - 1x32W CFL - E26 - White+White,2822.00,2246.00
D,D5-1011BLK,SWING ONE XL,Suspension - 1x32W CFL - E26 - White+Black,2822.00,2246.00
D,D5-1011RED,SWING ONE XL,Suspension - 1x32W CFL - E26 - White+Red,2822.00,2246.00
D,D5-1011GRN,SWING ONE XL,Suspension - 1x32W CFL - E26 - White+Green,2822.00,2246.00
D,D5-1011FLA,SWING ONE XL,Suspension - 1x32W CFL - E26 - White+Flax,2822.00,2246.00
D,D5-1011BRO,SWING ONE XL,Suspension - 1x32W CFL - E26 - White+Brown,2822.00,2246.00
D,D5-1011VIO,SWING ONE XL,Suspension - 1x32W CFL - E26 - White+Violet,2822.00,2246.00
D,D5-1011GRY,SWING ONE XL,Suspension - 1x32W CFL - E26 - White+Grey,2822.00,2246.00
D,D5-1012WHI,DRESS,Small - Suspension - 1x60W - E26 - White,744.00,598.00
D,D5-1012RED,DRESS,Small - Suspension - 1x60W - E26 - Red,744.00,598.00
D,D5-1012BLK,DRESS,Small - Suspension - 1x60W - E26 - Black,744.00,598.00
D,D5-1012CRE,DRESS,Small - Suspension - 1x60W - E26 - Cream,744.00,598.00
D,D5-1012TUR,DRESS,Small - Suspension - 1x60W - E26 - Turquoise,744.00,598.00
D,D5-1013WHI,DRESS,Medium - Suspension - 1x150W Incand or 32W CFL - E26 - White,1750.00,1394.00
D,D5-1013RED,DRESS,Medium - Suspension - 1x150W Incand or 32W CFL - E26 - Red,1750.00,1394.00
D,D5-1013BLK,DRESS,Medium - Suspension - 1x150W Incand or 32W CFL - E26 - Black,1750.00,1394.00
D,D5-1013CRE,DRESS,Medium - Suspension - 1x150W Incand or 32W CFL - E26 - Cream,1750.00,1394.00
D,D5-1013TUR,DRESS,Medium - Suspension - 1x150W Incand or 32W CFL - E26 - Turquoise,1750.00,1394.00
D,D5-1014WHI,DRESS,Medium2 - Suspension - 1x150W Incand or 32W CFL - E26 - White,1224.00,978.00
D,D5-1014RED,DRESS,Medium2 - Suspension - 1x150W Incand or 32W CFL - E26 - Red,1224.00,978.00
D,D5-1014BLK,DRESS,Medium2 - Suspension - 1x150W Incand or 32W CFL - E26 - Black,1224.00,978.00
D,D5-1014CRE,DRESS,Medium2 - Suspension - 1x150W Incand or 32W CFL - E26 - Cream,1224.00,978.00
D,D5-1014TUR,DRESS,Medium2 - Suspension - 1x150W Incand or 32W CFL - E26 - Turquoise,1224.00,978.00
D,D5-1015WHI,DRESS,XL Suspension - 6x100W Incand or 32W CFL - E26 - White,4130.00,3260.00
D,D5-1015RED,DRESS,XL Suspension - 6x100W Incand or 32W CFL - E26 - Red,4130.00,3260.00
D,D5-1015BLK,DRESS,XL Suspension - 6x100W Incand or 32W CFL - E26 - Black,4130.00,3260.00
D,D5-1015CRE,DRESS,XL Suspension - 6x100W Incand or 32W CFL - E26 - Cream,4130.00,3260.00
D,D5-1015TUR,DRESS,XL Suspension - 6x100W Incand or 32W CFL - E26 - Turquoise,4130.00,3260.00
D,D5-1016WHI,DRESS,Cone Suspension - 1x100W Incand or 32W CFL - E26 - White,728.00,582.00
D,D5-1016RED,DRESS,Cone Suspension - 1x100W Incand or 32W CFL - E26 - Red,728.00,582.00
D,D5-1016BLK,DRESS,Cone Suspension - 1x100W Incand or 32W CFL - E26 - Black,728.00,582.00
D,D5-1016CRE,DRESS,Cone Suspension - 1x100W Incand or 32W CFL - E26 - Cream ,728.00,582.00
D,D5-1016TUR,DRESS,Cone Suspension - 1x100W Incand or 32W CFL - E26 - Turquoise,728.00,582.00
D,D5-3004WHI,DRESS,Square Wall - 1x100W Incand or 32W CFL - E26 - White,494.00,396.00
D,D5-3004RED,DRESS,Square Wall - 1x100W Incand or 32W CFL - E26 - Red,494.00,396.00
D,D5-3004BLK,DRESS,Square Wall - 1x100W Incand or 32W CFL - E26 - Black,494.00,396.00
D,D5-3004CRE,DRESS,Square Wall - 1x100W Incand or 32W CFL - E26 - Cream,494.00,396.00
D,D5-3004TUR,DRESS,Square Wall - 1x100W Incand or 32W CFL - E26 - Turquoise,494.00,396.00
D,D5-3005WHI,DRESS,Rectangular Wall - 2x60W Incand or 23W CFL - E26 - White,540.00,432.00
D,D5-3005RED,DRESS,Rectangular Wall - 2x60W Incand or 23W CFL - E26 - Red,540.00,432.00
D,D5-3005BLK,DRESS,Rectangular Wall - 2x60W Incand or 23W CFL - E26 - Black,540.00,432.00
